STT,Trang,Thời gian đánh giá,Tên,Nội dung,Phân loại,Lượt thích bình luận,Số sao,URL
44,9,24 Oct 2024,Nguyễn T.Verified Purchase,"Lựa chọn tốt cho trang phục thường ngày., Yêu thích thiết kế polo này.,  ","Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size M: 46-55 KG",1,5,https://www.lazada.vn/products/pdp-i2365045732.html
45,9,14 Jan 2024,TuyenVerified Purchase,"Áo màu đẹp, đúng mẫu, vải mát. Hài lòng. Vsbxhhdndnmdbbxbxnndnx 
Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
46,10,15 Jan 2024,Trâǹ T.Verified Purchase,"đặt 2 cái nhưng 1 cái không đúng màu ......................., 
Phân Loại Màu:Than, Kích cỡ quần áo trẻ em:Size 10: 24-27 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
47,10,15 Jan 2024,Trâǹ T.Verified Purchase,"đúng vải thun coton . không đúng màu.màu này mà shop bảo là xanh lá  
Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size S: 41-45 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,4,https://www.lazada.vn/products/pdp-i2365045732.html
48,10,22 Nov 2023,Nhat M.Verified Purchase,"áo mềm, màu đẹp, vải mỏng hơn mình nghĩ, mua ổn nha mọi người ơi 
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
49,10,16 Dec 2023,9***5Verified Purchase,"Chất liệu tạm ổn , cũng OK . Chưa giặt chưa biết có vậy xù vải ko  
Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size S: 41-45 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
50,10,27 Jan 2024,9***0Verified Purchase,"Màu sắc:ok
 Kích cỡ:ok
 Chất liệu:ok
thun hơi mỏng nhưng ok  
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size M: 46-55 KG
0
Seller Response - 1 year ago",Cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại shop. Hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. Nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. Chúng tôi luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.,0,5,https://www.lazada.vn/products/pdp-i2365045732.html
51,11,29 Mar 2024,Duc S.Verified Purchase,"hàng chất lượng kém, không ưng chút nào so với giá tiền 87k chi ra. 
Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp với shop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
52,11,11 Jan 2024,thanhVerified Purchase,"Giá trị tuyệt vời cho giá tiền., Vừa vặn hoàn hảo cho con tôi.,  
Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size L: 56-65 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
53,11,14 Jan 2024,TuyenVerified Purchase,"Áo màu đẹp, đúng mẫu, vải mát. Hài lòng. Vsbxhhdndnmdbbxbxnndnx 
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
54,11,20 Jan 2025,9***9Verified Purchase,áo vải mỏng ,"Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 4 : 10 - 14kg",1,5,https://www.lazada.vn/products/pdp-i2365045732.html
55,11,25 Mar 2024,9***6Verified Purchase,"Màu sắc:
sản phầm chất lượng tốt
giao hàng nhanh 
Phân Loại Màu:Than, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp với shop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
56,12,16 Jan 2025,huynh T.Verified Purchase,ko đúng mẫu ,"Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size M: 46-55 KG",2,5,https://www.lazada.vn/products/pdp-i2365045732.html
57,12,22 Jan 2024,0***9Verified Purchase,"vải mềm, mát, đến tay giá 78k............................. 
Phân Loại Màu:Ghi, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
58,12,22 Jan 2024,0***9Verified Purchase,"vải mềm, mát....đến tay giá 78k.......................... 
Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG
0
Seller Response - 1 year ago",Cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại shop. Hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. Nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. Chúng tôi luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.,0,5,https://www.lazada.vn/products/pdp-i2365045732.html
59,12,15 Sep 2024,Thanh T.Verified Purchase,"sản phẩm như hình, giá khuyến mãi rẻ phù hợp với sản phẩm trẻ em dùng nhiều ","Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG",0,4,https://www.lazada.vn/products/pdp-i2365045732.html
60,12,28 Dec 2023,Dạ H.Verified Purchase,"Số 14 nhưng áo hơi nhỏ may mà mình trừ hao 
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
61,13,22 Nov 2023,T***.Verified Purchase,"Màu sắc:hàng giống hình, phù hợp với giá tiền
 
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
62,13,09 Jul 2024,n***.Verified Purchase,"hàng vải mỏng mát , so với giá thì sản phẩm chất lượng như vậy là tạm được, hợp lý. Giá trị tuyệt vời cho giá tiền., Giao hàng nhanh và đóng gói tốt., Thích thiết kế polo.,  ","Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
63,13,23 Jan 2024,Gạo B.Verified Purchase,"Shop giao nhầm màu áo rồi Shop ơi  
Phân Loại Màu:Than, Kích cỡ quần áo trẻ em:Size S: 41-45 KG
0
Seller Response - 1 year ago",Cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại shop. Hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. Nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. Chúng tôi luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.,0,5,https://www.lazada.vn/products/pdp-i2365045732.html
64,13,28 Dec 2023,Nguyễn T.Verified Purchase,"Vừa vặn hoàn hảo cho con tôi.,  
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
65,13,13 Dec 2024,Võ T.Verified Purchase,"Màu ghê quá 
 ","Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
66,14,30 Oct 2023,Thơm T.Verified Purchase,"Chức năng: 
Hàng đẹp  
Nhóm màu:Đỏ, Kích cỡ quần áo trẻ em:Size 8: 19-23 KG
1
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
67,14,30 Dec 2023,Hải V.Verified Purchase,"đặt màu đỏ giao màu xanh 
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
68,14,09 Jun 2024,Hương H.Verified Purchase,"giá mắc so với chất lượng 
các shop khác giá rẻ hơn nhưng chất lượng khá ổn.
vải mềm, mịn, nhưng mỏng. Giặt máy chắc đc vài lần là bai dão và te tua
đã thế m mua 1 cặp áo cho hai bé nhưng giao màu khác nhau. ko giống như màu m đã chọn mua.
thích gửi gì thì gửi.
ko quay lại mua ","Phân Loại Màu:Ghi, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG",0,4,https://www.lazada.vn/products/pdp-i2365045732.html
69,14,09 Jun 2024,Hương H.Verified Purchase,"giá mắc so với chất lượng 
các shop khác giá rẻ hơn nhưng chất lượng khá ổn.
vải mềm, mịn, nhưng mỏng. Giặt máy chắc đc vài lần là bai dão và te tua
đã thế m mua 1 cặp áo cho hai bé nhưng giao màu khác nhau. ko giống như màu m đã chọn mua.
thích gửi gì thì gửi.
ko quay lại mua ","Phân Loại Màu:Than, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG",0,4,https://www.lazada.vn/products/pdp-i2365045732.html
70,14,14 Jun 2024,9***5Verified Purchase,hàng khg đúng mua 3 áo xanh lá cây giao 2xanh 1 xám .còn 3bo đồ thun xám lợt lại. giao 2 lợt 1 đậm. hàng tao lao áo thun có cổ 3 loại luôn lazada nên xem lại như vậy là khg được rồi ,"Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size 12: 28-32 KG",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
71,15,19 Jan 2024,0***8Verified Purchase,"chất hơi mỏng  
Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 1 year ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,4,https://www.lazada.vn/products/pdp-i2365045732.html
72,15,17 Dec 2023,Chanh H.Verified Purchase,"tot 
Phân Loại Màu:Trắng, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
73,15,17 Dec 2023,Chanh H.Verified Purchase,"Chất liệu:tot 
Phân Loại Màu:Đỏ, Kích cỡ quần áo trẻ em:Size 14: 33-40 KG
0
Seller Response - 2 years ago","Chúng tôi xin cảm ơn đánh giá của bạn. Nếu có vấn đề cần thắc mắc, bạn hãy nhắn tin trực tiếp vớishop, chúng tôi sẽ hỗ trợ bạn nhiệt tình. Cám ơn bạn đã tin tưởng sử dụng sản phẩm của shop. Chúc bạn luôn vui vẻ và sẽ sớm tiếp tục ủng hộ Shop ở các sản phẩm khác nhé!",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
74,15,27 Jan 2024,nguyênVerified Purchase,"3 áo mà 2 loại vải áo đỏ đúng ngư quảng cáo xinh còn 2 cái xanh thì vải mỏng dính đề nghị chỉnh đốn lại buôn bán có tâm xí  
Phân Loại Màu:Than, Kích cỡ quần áo trẻ em:Size L: 56-65 KG
0
Seller Response - 1 year ago",Cảm ơn bạn đã tin tưởng và lựa chọn mua hàng tại shop. Hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. Nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ và xử lí nhanh nhất ạ. Chúng tôi luôn hy vọng được tiếp tục đồng hành cùng bạn trong tương lai.,0,3,https://www.lazada.vn/products/pdp-i2365045732.html
75,15,31 Dec 2023,0***2Verified Purchase,"ko hài lòng với shop,mjk đặt hai cái áo màu trắng và xanh,shop giao ko đúng màu cho mjk ,😂😂😂😂😂 
Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size L: 56-65 KG
0
Seller Response - 1 year ago","Shop vô cùng xin lỗi vì đã để xảy ra sự cố khiến bạn không hài lòng ạ. Bất cứ sản phẩm nào có lỗi hay hỏng, bên mình luôn cam kết sẽ hoàn tiền hoặc đổi hàng nên bạn hãy yên tâm nhé. Chúng tôi sẽ sớm liên hệ với bạn để hỗ trợ nhanh chóng. Mong bạn có thể phản hồi lại sớm cho bên mình nhé. Cảm ơn bạn rất nhiều đã tin tưởng và lựa chọn sản phẩm của shop.",0,3,https://www.lazada.vn/products/pdp-i2365045732.html
76,16,30 Jan 2024,Nguyễn T.Verified Purchase,"Hàng nhận được rất tệ, không đúng màu, không đúng mẫu đã đặt.Đặt 1 đường giao 1 nẻo mà không hề liên hệ hỏi ý kiến khách hàng. Áo mới mà nhăn nhúm và cũ như đỗ cũ vậy. ","Phân Loại Màu:Xanh Lá, Kích cỡ quần áo trẻ em:Size S: 41-45 KG",0,5,https://www.lazada.vn/products/pdp-i2365045732.html
